Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HBL100	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC202	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__SEC23A	5.6536	6.4033	6.0959	6.3551	5.6767	7.5831	5.0365	6.3168	5.6319	6.0224	3.7853	4.5046	6.0269	5.8319	6.0896	4.0846	7.3692	7.0419	7.823	6.2331	6.2394	6.075	6.6442	5.7261	6.617	6.0018	8.0254	4.5341	5.9943	5.3945	5.3527	6.4626	6.0872	6.8353	7.8656	5.2568	6.3942	5.4397	7.0233	4.3727	6.6133
U133A__ANK3	6.4478	7.308	5.8183	7.5215	7.0276	2.7342	6.8733	4.2279	7.1104	5.6934	7.8747	7.0227	5.117	6.4182	4.6788	5.0538	7.3358	6.7191	6.6335	6.6594	2.6483	5.8109	6.8444	5.6613	3.2294	6.2805	3.5943	7.386	7.623	5.2949	7.0939	2.7388	3.1715	5.8833	9.1143	7.5673	5.702	6.1148	6.4416	6.837	6.6091
U133A__TBC1D9	6.3771	7.496	5.581	6.0691	9.2575	4.8144	7.0148	5.4363	4.3359	5.6622	8.2883	5.4965	3.5309	5.9846	5.0743	5.0615	7.5382	5.0659	6.6908	7.3101	6.1223	6.8606	8.7386	8.2356	5.9894	7.447	6.3818	8.4877	7.2127	5.1711	6.5539	5.0828	4.6908	6.4141	8.6955	7.7167	6.6034	5.0197	7.5227	6.7933	7.8456
U133A__C1orf106	10.0398	9.071	7.5414	6.4457	6.3035	6.014	6.2668	5.4447	7.1557	9.242	6.8518	8.8609	8.3117	8.8083	7.699	8.3482	9.1534	7.9706	6.8505	8.7505	5.9213	5.7634	6.1472	5.874	5.323	9.2096	6.4594	7.3261	8.0817	7.0397	7.7464	6	8.7694	5.5202	7.8809	6.8588	9.3234	7.395	7.6388	8.4486	7.6676
U133A__GNE	5.3352	5.3076	6.8641	5.2581	5.499	6.5008	5.4021	6.5984	5.967	4.4695	4.7172	5.5494	5.0627	6.9256	5.3405	4.9399	8.1098	5.192	6.4608	8.5545	5.9888	4.7223	4.7803	5.7832	7.899	6.9789	6.4229	6.856	6.3987	5.8493	4.9721	5.7542	5.3722	5.1636	3.8687	7.4947	5.399	4.9661	6.9006	6.238	5.4946
U133A__IGF1R	7.4366	6.0432	6.4696	7.616	9.0997	6.7451	5.1784	6.164	7.4726	4.8247	7.1078	5.9359	5.9343	6.3173	5.3298	5.5299	6.252	5.9489	6.6041	5.5932	5.6916	6.2705	7.8115	8.3023	5.3234	5.1774	6.931	7.3309	5.6135	5.2645	5.3017	5.5466	6.4853	4.9335	7.2016	4.7378	7.5757	7.0228	7.4657	5.5772	6.4581
U133A__SLC16A2	6.3648	6.5875	6.9674	6.6207	6.1898	8.4154	6.3737	6.351	6.3528	5.8648	6.3431	6.1795	5.906	6.0403	7.6963	6.263	8.9505	6.0496	6.2589	6.7398	7.4172	5.6067	6.407	6.8717	6.5314	5.6734	5.7944	6.4926	8.2316	7.1655	7.2201	6.0533	5.9928	6.126	5.6637	6.4509	6.8085	6.0254	6.5951	6.8485	5.9475
U133A__APOD	9.7815	7.0284	6.0701	6.285	6.7823	6.0931	6.2108	6.1917	6.2081	5.8998	6.1683	6.3706	5.6952	6.6942	6.2645	6.4374	8.9069	6.3223	5.9225	5.7288	6.1374	6.3176	7.3443	6.6797	6.0506	10.0771	6.1221	6.443	10.7247	6.2183	7.7596	6.2803	5.9412	6	5.9374	5.8299	8.0883	8.1551	9.0423	10.6398	5.9344
U133A__SERPINE2	4.1494	4.4242	7.97	4.9022	4.2554	9.6075	4.4355	7.5807	6.6807	6.0426	3.9813	8.4672	7.9594	4.2132	7.2359	4.7087	4.2348	6.9187	8.2237	4.4336	10.6755	4.6808	4.5754	4.2682	9.6812	3.944	6.4409	6.9121	5.0607	4.343	4.6083	5.8042	7.156	4.8219	4.8116	4.3567	4.627	3.9897	4.2821	4.3236	4.6368
U133A__CLDN4	7.8095	7.8886	6.8892	7.4307	8.0102	4.3947	6.203	4.3468	7.5458	8.2974	7.4553	7.4055	6.5293	7.7536	7.9433	8.4582	7.7545	7.8168	6.8585	7.604	4.6864	7.6706	6.9713	6.7166	4.3184	9.4105	4.2514	7.1352	7.4668	6.7302	8.1243	4.5668	6.7523	3.8645	9.26	8.5318	6.2457	8.066	7.7975	7.5057	6.617
U133A__PPID	5.7543	5.0949	7.5725	4.7081	6.3369	6.4077	6.4478	6.511	5.1869	5.9801	4.6728	6.5156	7.3894	7.1278	7.2762	4.8877	4.8359	4.6655	5.973	4.7282	5.6947	6.2058	5.1748	7.1153	5.4494	5.3947	6.7744	6.0593	5.3653	5.694	6.1165	5.3484	6.8163	7.1574	5.5997	5.9419	5.023	4.7731	5.0992	5.197	6.5643
U133A__NBL1	5.9735	5.5208	5.2898	6.5773	8.0088	6.4156	7.816	6.7587	6.1978	6.1135	8.2531	6.5199	7.0638	7.4328	5.614	6.2299	6.0307	6.2699	6.1127	8.421	6.6186	5.6648	5.5864	8.6762	7.2315	5.4859	6.2246	6.6967	8.0563	7.9575	5.6058	5.9892	8.1472	6.4818	5.802	6.6236	5.6896	6.7591	5.391	5.5293	6.3593
U133A__ACTR6	5.0687	6.8016	6.2317	5.2637	6.6557	5.0211	5.4262	4.4389	5.8828	7.8295	7.1728	6.3794	5.5429	5.8992	5.4579	3.8826	5.9949	7.1072	6.8316	6.7963	4.7402	5.3045	5.6385	5.903	4.9478	5.279	6.4071	7.1927	5.8266	5.4179	6.127	4.7844	7.0833	5.4888	5.3503	8.2895	5.9779	5.7636	6.5635	5.8681	5.9261
U133A__PRKACB	5.7668	7.3425	6.974	7.9085	6.873	7.128	5.6635	7.1514	7.0985	7.116	6.5155	6.3986	6.8435	7.7829	7.5556	7.3933	7.4713	6.6439	7.7662	9.3369	7.1608	5.2971	6.3838	5.8828	7.191	6.1262	8.461	8.0549	5.4461	7.2026	6.4	7.3061	5.9619	6.8006	6.4627	8.839	7.2857	6.1098	7.754	6.9566	6.3993
U133A__KRT14	4.4711	4.4747	4.6419	4.6816	4.2547	4.3247	4.5264	4.6916	12.3349	4.6936	4.8159	5.3676	12.3163	10.5614	4.854	5.407	4.4493	9.9678	4.7483	10.3774	9.2974	4.8152	4.5092	4.4467	4.1072	4.4478	4.2376	4.4884	4.9099	4.823	4.8535	4.6689	4.8294	4.1673	4.4201	5.7573	4.4949	4.6096	4.2088	4.7144	4.3337
U133A__L1CAM	5.131	6.8401	8.8594	5.4162	6.1226	5.1979	5.9992	8.195	5.5173	7.8196	5.2405	5.5027	5.3762	5.4281	5.847	6.0005	7.5077	7.1837	6.3174	4.9963	5.9868	7.9212	7.0946	7.0356	9.0199	5.9986	5.5005	5.3735	5.5797	5.2012	7.695	5.1086	9.1313	5.2153	6.4661	5.7168	7.2869	6.3167	7.8844	5.2102	5.2926
U133A__ANP32E	7.7696	7.1675	6.183	4.7827	8.1079	8.5756	6.3299	7.9447	9.2043	9.8021	7.8249	7.8684	7.971	7.8101	3.4688	6.0967	7.0035	8.1617	7.4757	9.4891	7.3647	7.0967	7.6872	7.282	6.932	7.591	9.3323	5.9998	7.3604	7.4851	6.1264	8.0691	7.2748	8.2153	6.6022	7.9594	7.1498	7.5878	8.6942	6.7701	8.739
