Cell lines	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1419	HCC1428	HCC1569	HCC1806	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751
Response	-1	-1	1	-1	1	-1	1	1	-1	-1	-1	1	-1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	1	1	-1	1	-1	-1	1	-1	1	1	1
EA_G__PLCH1	7.5273	3.3755	6.9586	3.9486	8.0482	4.651	7.1018	7.7608	6.6251	5.4736	4.7252	8.1232	5.2036	3.6959	6.6154	3.6139	6.6504	6.832	4.0158	4.9347	7.0744	5.7583	7.2641	9.4761	6.8481	7.196	4.228	4.6713	4.1757	5.7348	6.445	6.0627	7.4294	5.562	8.1434
EA_G__ALDH3B2	9.1519	7.5805	11.3608	5.8866	9.7334	6.4255	8.223	9.5823	7.6199	7.7955	6.3071	10.2674	6.2786	6.047	6.1466	5.7429	8.5602	9.6127	10.4301	5.6515	9.014	5.9874	10.8628	9.2617	9.5867	8.9624	6.0873	8.4091	5.947	8.3315	10.3339	9.1412	9.1133	9.2081	9.9559
EA_G__EIF5A2	6.2951	7.8413	5.3636	7.0288	3.9816	6.5229	4.6112	4.0049	6.0151	6.4365	8.0195	4.1127	7.1292	7.9963	5.1445	8.1412	6.4023	6.2623	4.3311	7.3762	6.1378	6.8793	3.7667	4.1613	4.6846	5.9985	6.7265	6.2262	7.4626	5.477	4.3927	4.1756	6.6644	4.8266	4.4717
EA_G__CRIP1	5.31	5.3267	9.7731	5.334	5.4641	5.3474	8.9387	11.7544	5.561	8.2598	7.0206	5.8054	5.3255	5.4495	8.2606	5.0561	5.5382	5.4859	9.0144	5.3967	8.9139	4.9174	9.2424	6.8474	7.5698	5.9588	5.2163	8.9972	5.2167	5.7411	6.8932	5.2574	9.2766	9.2825	9.7626
EA_G__CYP2J2	6.4435	5.1334	6.7259	4.78	5.8339	6.1137	5.5908	7.7706	6.8903	5.9356	4.8007	7.4097	4.6187	4.4382	6.0827	4.8923	6.3696	7.0868	5.2002	4.2793	4.9988	5.9153	7.5381	8.3749	5.4937	7.2803	4.893	5.2515	5.3152	6.042	7.5127	5.895	5.9996	6.2447	7.9614
EA_G__HINT2	8.1953	8.0627	8.3493	8.0287	8.444	8.6324	8.2309	7.9605	8.1995	7.829	7.835	11.004	8.228	7.9399	9.7754	7.7405	8.2384	8.5383	8.2892	7.8426	7.7491	8.1583	8.8464	8.33	8.9275	8.1775	7.4303	7.5048	7.462	7.8726	8.327	7.5324	8.6064	8.5092	8.5007
EA_G__SNAI2	3.7124	6.6607	3.6871	9.1313	3.88	6.4837	3.2197	3.8197	3.4385	9.9938	8.7811	3.6267	5.6992	9.113	6.23	9.6167	3.8127	4.5304	3.9551	10.2171	6.415	6.0717	4.3797	4.0291	3.8604	3.2179	9.5792	6.7031	8.0848	4.5561	3.8284	5.6708	3.7912	4.4566	3.9037
EA_G__MPP1	4.6149	5.5659	4.1933	7.3661	5.2864	5.9491	6.1238	4.0628	4.851	6.9422	6.5674	5.2199	6.7918	7.3067	4.5936	7.6194	4.6365	4.6134	6.1798	8.3037	5.8638	7.4557	4.1565	6.2867	6.0077	4.7191	7.4905	6.8069	8.2609	5.4014	4.4879	6.8111	6.0661	4.9223	4.6406
EA_G__ALDH4A1	7.563	7.3057	9.6464	6.4231	8.4263	6.2446	7.1993	8.3781	7.28	7.0017	6.8621	8.1332	6.577	6.5174	8.276	6.5183	7.8706	7.9981	7.9767	6.5559	8.9964	6.44	8.6197	7.9773	10.1902	8.6634	6.6103	6.757	6.4059	8.2904	6.8675	7.3929	8.1326	7.6348	9.4543
EA_G__CFL2	6.2396	6.251	6.3734	8.7936	4.5717	7.1761	6.166	7.3432	6.5647	6.9818	6.4944	6.2266	7.5471	8.3928	5.6348	8.126	5.8954	4.952	5.0397	7.5996	5.2804	8.0775	5.6671	5.3072	4.1366	5.8516	7.78	6.119	7.9761	6.6884	4.9737	5.9966	6.4361	6.0929	4.1521
EA_G__TMPRSS2	7.2062	5.9505	7.4163	4.76	5.2206	5.9465	7.398	8.4729	6.5273	4.686	4.6026	9.8984	4.5147	4.4592	8.9766	4.216	7.2592	6.7275	6.4975	4.3741	6.8914	4.2222	6.094	7.3281	6.4244	7.2688	4.3749	4.9769	4.5539	6.2306	7.1473	5.1128	7.3834	5.9248	4.9624
EA_G__AGPS	4.5517	9.653	7.2311	8.6021	7.7053	9.7677	7.5441	8.0721	7.7352	8.2133	10.1761	8.5532	9.0848	9.1475	8.4572	9.3307	3.0191	3.3336	8.3692	9.0361	7.3817	9.4937	5.9847	8.784	6.8236	5.0358	9.7549	8.9906	9.4369	8.3386	7.3149	7.8151	3.4863	7.9964	4.0977
EA_G__SGCB	3.9197	3.4677	4.8878	7.0929	3.3793	6.6802	6.2512	3.04	5.2005	6.2462	5.4632	3.212	6.5926	6.4121	3.5149	6.8	4.5618	4.753	7.5645	7.3587	5.2387	7.1684	4.7077	3.4655	3.4017	4.3251	7.1462	5.8862	6.8411	4.8611	3.9321	5.3476	4.7311	6.1989	3.9669
EA_G__YIPF1	8.0855	7.1149	8.3387	7.2018	7.6327	6.9169	7.4989	8.6056	7.8128	7.3801	6.5796	7.7843	7.0031	6.9285	7.6619	7.4184	7.168	7.7474	7.5846	7.1724	7.4127	7.3375	8.7118	8.8558	7.7027	8.1777	7.4907	7.4336	7.036	8.3011	8.8785	7.9406	8.1006	8.0957	8.5275
EA_G__CREB3L4	8.1722	6.239	8.8266	5.1526	8.4914	5.7882	5.6323	8.1729	6.4823	6.4278	5.55	7.1548	5.7115	5.4265	6.6527	5.4111	6.6146	7.3017	6.9522	5.3083	7.8557	5.5882	7.768	7.4532	8.0278	7.7082	5.6583	5.9138	5.4051	7.0025	7.9691	7.4838	8.0176	7.745	8.8611
EA_G__C17orf28	9.729	7.4386	9.6197	5.5952	9.5722	6.3666	6.9129	10.3721	9.0304	5.4402	6.5831	8.2773	7.1557	5.8027	7.1023	5.3634	9.1167	9.277	9.1052	5.3589	9.2435	6.1912	11.1353	8.8997	11.0475	9.6716	5.6045	6.3796	5.9321	9.479	9.5063	9.3071	9.6105	9.9773	10.4072
EA_G__CTNNAL1	4.2542	7.954	6.4387	8.7735	6.3931	8.1612	4.1256	7.1051	6.4816	7.2239	8.0383	5.4545	6.4832	7.6805	5.2114	7.9664	6.1901	5.6676	6.3907	8.9997	5.5644	8.7663	6.723	5.544	5.0793	5.2778	7.4006	6.8008	8.0664	7.008	3.6217	5.7089	6.5608	6.3006	5.4776
EA_G__PDCD4	7.2221	4.9274	9.1525	6.9065	9.7468	6.4642	9.1019	8.5973	10.2921	6.4907	5.6176	8.9419	5.47	6.8651	7.9542	5.877	8.1806	7.8868	8.306	6.0254	8.0429	8.695	9.6332	10.4832	8.1844	6.4457	7.2904	6.741	5.8866	7.7702	8.4289	7.9408	8.9593	9.1703	10.8018
EA_G__FOXA1	9.0384	8.3542	10.3303	5.7805	10.2446	6.6946	6.2072	10.1068	9.1466	5.6115	7.0308	9.8686	7.3927	5.4563	7.5836	5.5995	9.5923	9.8998	10.0039	5.6855	9.643	6.0524	10.1447	9.4248	10.0194	8.8238	6.1961	6.457	6.1073	9.5103	9.6063	9.8896	9.6996	9.7959	10.3109
EA_G__DPYSL2	5.364	7.4747	6.5531	10.3808	7.342	8.2545	6.1583	5.9297	7.6053	8.5864	6.9477	6.0442	8.2008	8.1649	6.9424	9.7881	7.6608	7.1866	8.4213	8.7065	7.6457	8.0483	7.6197	5.6238	7.8734	5.0121	9.7796	9.6176	9.3425	8.7012	6.9372	7.67	7.3599	7.4901	5.1537
EA_G__NUPR1	6.8844	7.3888	8.3409	7.217	8.2699	6.308	6.205	7.5236	6.4053	6.3374	5.9057	7.4957	6.1895	7.3003	8.2083	6.6856	7.4375	6.152	5.6338	5.9458	6.6051	5.727	7.9059	8.8506	8.5515	6.9661	8.2408	6.7378	5.8168	5.8454	9.4081	7.3405	8.6668	7.5702	8.0146
EA_G__ATP2C2	7.1301	6.3762	8.2179	5.3497	7.7028	5.9351	5.1224	8.4417	7.4719	5.2602	7.0346	8.3016	6.6985	4.6332	6.8254	4.8393	8.5253	8.1187	6.7656	4.7757	7.7212	5.1175	7.5495	8.7963	7.9613	7.5787	5.4452	6.4738	5.2595	8.2752	8.3637	6.7796	7.0768	7.274	7.6677
EA_G__IGFBP5	7.9594	10.6451	11.0184	4.3101	11.7233	7.6186	6.4925	4.8845	8.188	4.538	4.7586	9.2414	6.4845	4.3247	6.8854	5.2977	8.5975	8.7877	5.5867	4.2559	9.5631	4.3236	11.3033	11.5721	9.9012	9.5648	5.5703	5.0144	4.674	4.7641	9.5878	5.7393	10.3953	10.0362	8.0895
EA_G__FOXP4	7.7068	7.8757	8.8731	7.175	8.4056	7.4526	10.7351	8.346	7.6693	7.8345	7.7831	7.7087	7.9492	7.0315	8.0498	7.0167	8.1031	8.2302	8.0666	7.6763	8.2271	7.6686	8.8877	8.4425	8.3203	7.9428	7.3333	7.9073	7.5409	8.8581	8.3212	7.5171	7.3679	8.0961	8.1019
EA_G__IGF2BP2	4.148	7.4447	3.9096	8.766	3.9519	7.3402	4.3688	4.1485	4.3259	7.0273	8.2498	4.275	6.2409	6.9871	7.7544	7.1361	5.5721	4.3172	4.4761	7.532	4.382	7.4978	4.1685	4.075	5.017	4.4165	7.5737	6.9236	7.8986	7.1443	6.5836	5.9502	4.389	5.6488	4.0823
EA_G__ACSL4	3.2437	6.8678	3.2175	8.1981	3.93	5.8474	4.9921	3.2795	4.7223	6.0223	5.4391	3.2448	6.4566	7.5506	6.3064	7.7862	4.3467	3.4318	4.0505	6.5727	4.394	8.0383	3.8174	6.3426	4.0514	3.2697	7.359	6.9283	7.5937	6.0038	3.4226	5.8348	4.7256	3.5077	3.3705
EA_G__LLGL2	8.6915	7.7394	9.2172	6.2317	8.8119	8.2638	8.0503	8.8674	9.3444	7.2747	7.7949	8.3801	7.9179	6.2965	8.1822	6.0368	9.5561	9.9449	8.5159	6.5672	8.6457	6.5173	10.4167	8.8447	9.2616	9.2767	6.1906	7.5902	6.2778	8.6172	8.4538	8.1435	8.5877	8.313	9.276
EA_G__MYB	7.3833	5.8315	7.7499	5.0163	7.364	5.9692	6.8993	8.3839	7.6386	5.2504	4.5412	8.0208	5.3536	4.5154	5.93	5.8028	7.1808	8.0709	7.0712	4.4789	6.9476	5.6926	8.6746	7.4365	7.2492	6.6892	4.7019	5.5426	4.7383	6.1985	6.1338	6.9719	6.8456	7.1594	6.537
EA_G__FAM120C	6.9119	6.4205	6.9027	7.5805	6.9332	6.2679	8.4703	7.0268	6.7884	6.3034	5.144	7.8624	4.9352	6.3925	6.2466	6.2966	7.8199	7.3178	6.909	6.2234	7.9999	6.1857	6.9862	6.9113	7.2472	7.2245	5.878	6.9624	6.042	6.8034	6.3654	6.0982	7.9788	7.8176	7.9865
EA_G__ERBB3	9.5479	7.8567	9.4394	4.3498	9.8292	7.4364	7.8742	10.05	9.2441	9.4138	7.239	9.7082	7.3935	4.2979	8.8706	4.0683	9.4649	9.439	9.5575	3.9776	9.4408	4.5784	9.6653	10.1482	9.5168	9.1277	4.1238	6.8843	4.2234	9.5831	8.8726	9.2288	9.7254	9.7608	9.5803
EA_G__C1orf64	7.093	5.835	8.5042	5.7056	6.4148	5.3251	5.8239	9.3609	5.9959	5.5774	5.6345	6.0412	5.5348	5.7137	5.9871	5.6903	6.0348	5.929	5.6565	5.6187	7.052	5.7254	8.2425	8.7956	6.6608	7.869	5.917	6.0097	5.9263	8.388	6.8583	7.5468	7.081	7.8354	8.5419
EA_G__MUC1	9.3354	8.5583	9.6525	8.4104	10.0109	8.1385	7.6877	9.5962	9.4833	6.9752	6.7513	9.1369	6.9437	6.835	10.7156	7.125	8.9106	9.84	6.573	7.0024	11.0353	6.32	9.2355	10.806	7.2765	7.6032	7.3348	9.1411	7.2021	8.4137	9.6284	9.3378	11.5556	11.9165	10.8592
EA_G__ELK3	5.7875	6.4343	5.0173	6.3793	6.0668	6.2242	5.6844	6.0164	6.0869	6.0582	6.9747	4.5117	6.5217	6.7734	6.2157	7.2924	6.2209	5.6102	5.2898	6.1929	5.6212	8.1946	5.6704	5.4659	5.4923	6.0903	8.2677	6.319	8.0026	5.7072	5.567	5.9615	5.5961	5.5168	5.4524
EA_G__OBFC2A	7.6101	9.2122	5.7752	8.0921	4.5264	8.1177	5.6774	6.3325	5.6037	7.6901	9.0276	6.3893	8.8214	9.7788	7.8827	9.2412	6.4123	6.7442	5.6996	8.2834	6.6746	9.4543	5.5142	6.1973	6.3699	6.996	8.5565	8.4307	9.0169	7.7607	7.9834	6.1808	5.7689	6.4453	5.6546
EA_G__ICA1	4.2391	5.5241	7.7109	4.2132	7.1927	4.9716	5.9258	7.0962	6.1191	4.2211	4.1324	6.8093	5.7834	3.9633	4.0011	3.8101	6.8677	7.0587	6.9084	4.0082	5.8056	5.9475	6.8185	5.8066	6.6253	6.7251	5.4292	5.8257	4.0589	6.974	7.7989	6.9839	7.286	7.3446	7.8273
EA_G__ERBB2	12.3532	8.5748	12.3566	7.7806	9.1247	7.7491	8.9829	12.6526	8.5876	11.3467	7.4832	10.2349	8.7512	8.1322	8.6875	7.0841	8.5271	8.7417	8.307	7.9542	9.8661	7.3805	11.4924	9.0715	10.6304	12.0992	8.1194	7.4859	7.6326	8.7176	12.6826	8.6454	9.1608	12.2493	10.0611
EA_G__ACOT4	7.5193	7.0833	8.1776	5.4917	7.1285	6.0694	5.512	7.8169	7.2952	5.7055	6.1858	6.8359	5.1841	5.8504	6.5305	5.4131	6.8139	7.1462	6.5896	6.7919	5.8255	4.9953	6.0179	7.6577	7.627	7.675	5.6212	6.388	5.26	5.4872	7.4645	6.8487	8.7934	8.7735	6.8973
EA_G__IDH2	9.0203	8.5981	10.3873	8.0667	9.7965	8.2773	9.6941	9.9588	7.8733	9.0831	6.1131	9.1842	8.4942	8.9461	10.4002	6.776	9.5467	9.9548	9.1699	8.3399	10.0707	6.7409	10.4101	8.7147	7.8956	9.5364	8.6078	8.1004	7.7049	8.7028	9.0819	9.8275	10.3343	9.4696	10.5446
EA_G__TC2N	9.0717	6.9775	9.3938	3.3223	8.2578	6.9443	9.7443	8.8806	7.6394	5.7542	7.1173	8.4157	6.5571	2.5474	7.8365	3.1031	7.5099	7.5506	7.6286	3.4834	8.7449	4.5382	8.6498	8.2854	8.3271	8.4929	3.1594	6.1981	2.9353	9.1398	8.8122	7.8362	8.1402	8.2774	9.4791
EA_G__ACN9	7.7457	7.1364	2.2474	7.3112	2.7477	7.1126	7.5669	2.5176	7.5615	6.6273	6.5053	2.2849	8.2112	7.1776	6.3609	7.4386	2.5402	2.3462	2.429	7.0306	6.2283	7.6458	6.8231	4.2824	5.423	7.6019	7.7805	7.3034	7.8799	7.6985	6.6824	8.9937	3.1105	6.3996	2.2698
EA_G__OSBP2	5.4149	6.1665	7.0103	6.0775	6.588	6.6328	6.0387	6.7175	5.3871	5.9563	6.3132	6.9864	6.1351	5.8975	6.8151	5.4788	6.0308	6.6413	6.5594	5.5347	6.9036	5.593	6.7878	6.2614	6.3643	6.039	5.8646	8.203	5.9551	5.9665	6.6892	6.033	6.2767	6.1252	6.5893
EA_G__SELENBP1	11.1376	7.9104	9.1265	5.4145	10.1056	5.6859	8.0894	9.097	8.0519	8.1768	5.6338	10.3951	5.9801	5.5176	9.058	5.8776	8.4871	10.0174	9.0404	5.6347	8.8152	7.434	9.528	10.4363	10.1032	10.6142	5.3724	6.0275	6.422	9.7696	9.591	9.8577	8.6891	10.0604	10.8426
EA_G__C1orf34	8.7299	6.5143	8.6653	4.3849	7.8825	4.9498	6.4694	9.621	10.7155	4.7666	5.4992	8.1981	5.8414	4.7716	8.2159	4.4583	7.4708	8.655	7.6569	4.7734	7.5177	4.9479	9.2873	8.812	7.8876	9.2993	4.8324	4.8993	4.8296	8.0572	7.8121	7.8552	8.6739	9.9698	7.8377
EA_G__EFHD1	10.4897	6.7838	10.8877	6.4363	11.3552	8.4531	10.9246	10.9769	10.5969	8.0806	6.5687	10.7681	8.1233	6.512	6.812	6.1904	7.6784	9.8691	9.5217	6.8011	10.6784	7.1188	10.1568	10.3331	10.1827	10.9819	6.6063	7.3525	6.5382	10.5168	10.3753	10.2061	10.8369	10.3846	11.0058
EA_G__SLC9A3R1	10.4111	9.8632	10.9597	8.7121	11.6704	8.938	9.3166	11.4576	12.2228	9.8097	9.4062	10.1126	9.0002	8.2983	10.211	7.7047	11.5891	11.5335	10.9539	7.5431	10.175	9.0363	12.6162	10.3807	11.9228	10.702	7.9923	8.16	8.1862	10.5458	9.9597	10.2024	10.9276	11.5295	11.3238
EA_G__SYT12	8.4842	7.2923	6.4667	5.6842	7.9997	5.3679	8.048	5.5349	7.2782	6.3472	5.9473	8.2401	5.853	5.1824	7.0638	5.2108	8.037	7.7083	6.7108	5.4029	6.0574	5.6268	6.4297	7.8238	8.001	7.193	6.263	8.7831	5.9885	5.3229	6.7599	7.2041	6.3496	8.237	7.9768
EA_G__TJP3	8.0518	7.766	8.3849	5.9377	7.9192	6.4262	6.6429	9.8328	7.6407	6.3501	6.2599	8.4592	6.5682	5.9474	8.0263	5.6884	8.0699	7.9648	7.8198	5.7056	8.8534	6.1169	8.5057	8.1059	8.1475	7.9939	6.014	7.1509	6.1539	8.6348	7.4672	7.8886	8.6752	8.1957	8.4645
EA_G__RERG	5.7883	5.1813	7.0617	6.9909	7.1023	5.2465	9.1777	7.4429	6.875	3.3728	3.7	8.5667	3.7031	3.7498	8.8424	4.2458	5.4949	7.6464	9.2628	4.9248	6.5258	3.7492	8.2545	7.997	5.7481	4.6398	3.8895	7.7126	3.8277	7.7315	6.8926	4.3393	7.2201	6.6304	6.0999
EA_G__LHFP	5.3139	5.5954	5.4274	8.7766	5.1859	7.2268	5.5358	5.1002	7.5025	6.0825	7.0349	5.3806	6.8659	7.1626	5.8128	7.4787	5.8162	5.6178	4.9328	7.6395	5.7058	7.2848	5.1617	5.2191	6.2937	6.4466	7.4815	5.9507	7.0226	7.117	5.2327	5.7135	6.1764	5.4187	5.6329
EA_G__CAV2	4.5018	8.4908	3.7097	9.6475	3.2968	9.8419	4.7699	3.41	6.384	6.665	9.7361	6.3564	9.7925	9.8782	9.1849	9.3055	6.8317	4.985	4.251	9.9149	5.9759	8.7015	5.0696	5.7687	3.9831	6.1201	9.4274	10.0236	8.9668	6.5462	7.0424	6.8936	3.7499	5.2992	4.0191
EA_G__LARGE	7.6411	6.3724	8.2811	6.4327	9.2071	5.23	7.0295	8.5957	8.6586	7.3338	5.688	9.0514	5.108	4.9343	7.5548	5.6162	8.0168	8.493	8.7988	6.9842	8.3543	5.0348	9.7924	7.8886	8.0502	7.5051	6.4651	5.3077	5.0334	7.6831	7.6621	6.5147	7.7088	8.4373	8.51
EA_G__COBL	7.3722	5.5295	7.4904	4.9504	7.2341	7.084	5.6151	7.6344	6.6659	6.0049	5.1724	6.9815	5.7516	4.7727	5.2075	4.9245	6.4901	6.7704	6.272	4.8492	6.4282	5.0952	8.0264	8.5046	6.01	6.9633	4.8804	6.3035	5.1492	7.1308	7.9556	6.8173	6.8655	7.2664	7.0127
EA_G__CRIM1	8.3091	9.5842	6.5929	9.7719	4.9514	9.4674	7.4445	5.769	8.1182	7.7723	9.2139	9.1212	9.553	8.9683	9.1882	10.6462	6.9248	7.2872	7.1522	10.3139	7.9992	10.2066	6.0395	8.0396	5.5615	8.5579	8.5317	9.052	10.2588	7.9147	7.6815	8.6219	8.7841	8.2763	5.0659
EA_G__GPR176	5.0352	5.7606	4.458	7.1887	6.8504	7.4156	4.6433	4.2781	5.7714	5.2195	6.5779	4.4455	6.8578	6.1532	4.8029	8.7365	5.2116	5.7415	6.1286	7.3208	5.634	4.5928	4.5879	4.3922	5.6259	5.0005	7.254	6.2727	8.3008	4.8269	4.2057	5.2999	6.1686	4.6943	4.4512
EA_G__RND1	8.2366	5.1518	5.5848	5.2959	7.5678	4.9253	6.6945	6.5432	5.3653	4.8394	5.688	6.4109	5.1296	5.0251	5.5654	4.655	7.389	6.8855	7.5082	4.321	9.0383	5.229	6.9107	7.667	7.8736	8.9453	5.08	5.2271	5.1002	6.2484	6.2849	5.9817	7.1618	8.9243	7.8627
EA_G__CRABP2	6.1829	7.8329	8.2111	4.4698	7.9616	8.6534	10.6063	10.0004	9.994	6.1523	5.359	10.1017	7.2807	7.095	10.0598	5.7308	10.0904	10.2988	9.8344	5.4326	9.6052	6.2093	6.9694	9.4935	9.9741	8.4814	6.0872	6.2944	6.0848	9.0317	7.6666	8.6722	10.4906	11.0984	7.8585
EA_G__TM7SF2	8.6146	7.5175	10.6738	7.777	7.8977	7.2251	9.5359	9.1668	7.9039	6.7241	7.7442	8.5326	7.6531	7.0171	7.4679	6.3437	9.5635	10.0085	8.6953	6.465	9.4025	6.9611	9.7289	8.2619	9.9341	8.013	7.0973	7.8511	5.806	9.5896	6.8613	8.2324	10.641	9.5627	9.7151
EA_G__SGK	5.0406	7.2857	5.4106	9.0838	4.1858	8.9248	4.3511	6.361	5.0384	6.6596	7.7021	5.1726	7.019	9.4103	6.1623	9.2354	5.1628	5.3706	5.9424	8.3272	5.1426	8.4342	7.6622	3.713	5.0158	4.8986	9.7393	8.7562	8.0896	5.5156	6.1843	7.5815	4.7744	5.5835	5.6857
EA_G__ST6GALNAC2	5.0291	5.516	10.3685	4.5595	8.7228	6.5984	7.353	9.9648	6.5371	4.6823	5.9709	8.1178	5.1009	5.8811	7.4136	4.6967	6.3217	8.8799	9.8266	5.7877	9.9075	4.6438	11.3695	9.1258	9.9534	5.1063	4.954	6.391	4.6258	9.9215	6.6702	10.1722	9.3112	10.0639	10.5198
EA_G__CYR61	7.5718	8.3996	6.2582	10.1687	6.6562	8.8232	5.6125	6.3522	6.707	7.4924	7.1965	7.3317	9.6694	10.232	7.091	10.623	6.3553	5.982	5.9694	8.6434	7.9536	11.0584	6.8937	6.6652	6.7454	8.1061	10.084	8.4031	9.4395	6.6971	7.8889	6.4717	6.9073	7.0874	6.1877
EA_G__ST3GAL2	5.2182	6.5232	5.461	7.5988	6.4466	6.0393	6.1556	5.7459	7.7065	6.7122	6.5264	5.6583	5.9653	7.54	6.4734	7.1447	5.7205	5.275	6.6306	8.9673	5.7831	7.274	5.3718	6.8043	6.2369	5.6945	7.4105	6.2584	7.0882	6.2638	5.539	6.4992	5.8892	6.0176	6.7239
EA_G__CTGF	7.0133	5.9156	5.884	9.3777	5.681	7.7782	6.5942	5.7885	5.882	8.7018	6.664	7.1419	8.6485	7.6684	6.5018	10.62	6.0448	6.3716	5.976	7.6168	6.9053	8.8141	5.7406	6.065	6.5061	6.6274	9.1454	7.3645	8.134	6.5749	6.6338	6.6145	6.0636	6.0606	5.9837
EA_G__SPDEF	10.1908	7.4018	10.7931	5.6685	11.013	5.9359	6.1425	10.7443	9.8237	6.0475	6.0136	10.0929	6.9762	5.6718	6.3194	5.7139	10.0469	10.246	9.7584	5.6466	10.4039	7.0764	10.5661	10.3098	10.5877	10.0553	6.1331	6.4231	5.9152	10.0886	9.922	10.6581	9.6624	10.226	11.1169
EA_G__KIAA0984	8.4452	5.9705	8.8413	4.2138	7.8078	6.3599	4.2813	8.9468	6.8133	5.1804	6.9557	8.0653	6.409	4.0248	5.8291	3.668	8.2604	8.3418	5.4775	4.4505	7.3813	5.864	7.8929	7.1228	7.3149	7.8815	4.4008	6.0266	3.9297	7.968	7.0509	6.4222	7.4861	8.208	8.3521
EA_G__PERLD1	10.4494	7.2334	11.5309	7.0395	8.0143	6.7798	7.5363	11.7835	7.7075	6.0197	6.9121	8.5531	7.9337	8.1056	7.9547	6.9567	7.2717	7.3187	7.6108	6.8706	8.1096	6.7476	10.1259	7.7315	8.2906	10.1853	7.6784	7.1932	6.6914	7.5985	12.8771	7.0808	7.6174	10.9271	8.078
EA_G__ATAD4	6.5076	5.3802	8.0263	4.5523	7.5399	8.0394	5.9508	10.7967	7.4212	4.1336	4.5672	8.0676	5.5651	4.2357	7.043	4.1056	7.2902	7.5689	6.5886	3.7982	8.0822	4.8914	9.0888	8.2291	7.5073	7.1289	4.5322	5.1374	4.3119	7.2446	7.4827	9.1193	7.2602	7.8865	8.9783
EA_G__C9orf152	7.9416	3.1106	9.015	3.3253	7.5362	3.2593	3.6704	9.6854	6.8934	3.2606	2.5096	7.8747	4.4017	2.9521	5.0464	3.4125	4.5846	5.7573	3.74	3.1833	7.9758	2.9212	9.606	7.4371	6.4351	7.1601	2.7658	3.7666	3.421	8.6164	7.4871	7.795	7.8891	6.4831	9.313
EA_G__XBP1	10.9214	8.6686	11.4285	8.6723	11.3432	8.5408	9.0517	11.6752	10.8517	8.688	9.1233	11.2423	8.6586	8.207	9.7409	8.5637	10.908	11.5332	11.3709	8.4505	11.6948	8.6487	11.8604	11.6993	11.4718	10.6695	8.502	8.3625	9.0461	11.0474	11.1889	11.1636	10.9799	11.4501	11.6409
EA_G__FZD7	4.9595	7.5193	5.0229	5.7581	5.4522	9.4585	5.8364	5.7953	7.0174	7.2477	5.2591	4.8257	5.7462	6.7231	7.1561	8.2216	6.4394	4.9982	8.1128	7.5659	5.5336	6.8319	5.2781	4.3631	5.6368	4.8198	6.1794	4.7808	6.6816	5.9467	6.0904	6.1188	5.3736	5.83	4.6495
EA_G__ZNF750	7.3482	4.6567	6.7097	4.9155	5.6839	4.6689	7.2202	6.7591	6.451	4.7703	5.1668	7.1353	5.1352	4.7351	5.3662	4.4688	5.7987	6.4591	5.1944	4.6503	6.6426	4.6995	6.0296	5.1191	6.1847	7.0681	4.8725	5.4428	4.8895	6.5246	7.0578	6.3349	6.3737	6.0345	6.7232
EA_G__STARD10	9.3189	7.1028	9.838	6.9657	8.9884	7.0812	7.6816	10.6337	9.9114	7.9561	7.2257	9.147	7.3262	6.4872	7.4777	6.0307	9.734	9.5739	9.1011	7.4208	9.3232	6.2262	9.903	9.0237	9.6166	9.3077	6.0593	7.4425	5.9183	8.838	8.704	9.3903	8.7334	9.6701	9.2205
EA_G__MAP7D3	6.181	7.0881	3.7726	8.0335	4.1145	8.2134	6.6816	3.8649	5.2828	6.9662	6.369	3.9768	7.9146	7.4129	6.0423	7.4841	5.9373	6.1096	3.8188	6.9765	4.3266	8.4972	3.8711	3.6075	4.4657	5.4472	6.6247	7.5826	7.2635	4.9255	4.3312	5.013	4.094	6.2554	3.8949
EA_G__GLS	7.4228	9.005	6.9834	8.2057	6.6295	9.1094	7.2106	8.0475	7.609	9.5461	8.4018	7.4503	8.7597	8.412	7.7883	8.4596	6.8403	6.6922	7.5002	8.8394	6.5709	8.5453	6.2814	7.2594	4.5529	7.0692	10.0833	8.7098	8.438	6.5093	7.0957	6.6458	6.6057	6.9638	6.5527
EA_G__MICAL2	8.5188	7.5408	6.8818	8.5991	5.9705	8.5497	6.6774	6.1697	8.5173	6.1625	9.1328	7.6995	8.2922	7.9495	6.5846	10.8781	6.501	6.1906	8.0801	8.7771	7.9599	8.3656	6.284	7.111	5.5152	8.6761	7.0291	7.3179	9.4904	6.5219	6.8994	6.0735	6.4788	6.8894	6.4555
EA_G__MSN	5.5245	8.9289	4.0134	10.3783	4.1022	11.3117	10.2913	4.1309	7.0685	10.7693	10.103	4.4627	9.6207	10.8946	10.6461	10.7237	4.1429	4.7797	6.5085	10.1759	5.7957	10.8438	3.9279	8.4521	5.0086	4.469	10.7101	10.614	10.7822	3.9763	6.4413	4.674	4.3941	4.086	5.8385
