Cell lines	600MPE	AU565	BT20	BT474	BT549	CAMA1	HCC1143	HCC1187	HCC1395	HCC1419	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
EA_G__DLG5	8.5367	8.2051	7.6128	7.6054	7.4257	7.389	7.1702	8.661	7.0411	7.5975	8.4243	6.8348	8.0736	7.2262	7.4377	7.5578	7.6163	7.1961	7.3677	6.5017	8.0798	8.3969	7.8307	7.1467	8.2111	7.1437	8.1074	8.0102	7.7634	8.54	7.7252	8.865	8.3913	8.8652	7.819	8.1331	8.281	7.9264	7.9025	10.8081
EA_G__TFF3	9.2227	5.933	5.6996	10.0034	5.7698	6.0317	5.2869	5.5149	5.2225	11.1718	9.6618	5.4121	5.8319	5.6036	5.5634	6.5691	5.6123	5.5181	5.8234	5.3069	7.253	7.5253	7.3798	5.1884	11.3167	5.6698	10.8538	8.3961	6.3143	6.2639	5.6818	5.5285	5.7962	10.7256	6.6908	7.1122	7.4428	11.8709	7.4014	9.3846
EA_G__GAS6	8.408	5.6822	6.3458	6.2495	8.7318	6.9574	8.0175	9.3997	8.2738	5.6314	8.2318	6.8698	9.5241	8.0954	7.6018	6.0168	7.7492	8.9542	6.1677	8.4841	6.3184	6.3637	6.9333	9.0093	7.2096	8.1029	6.1465	6.9816	6.629	6.2172	7.3513	9.7676	8.4195	6.3654	8.4263	6.6006	7.6072	6.1753	7.0646	7.1115
EA_G__PPM2C	6.8303	5.9722	7.7697	7.6728	8.6017	8.5499	9.1553	6.737	7.8162	10.0805	6.7368	7.5476	7.6749	8.7905	9.442	7.33	8.7959	6.844	8.9514	8.7395	7.4152	7.2127	7.1936	8.1894	7.0653	7.5908	7.1395	7.3435	7.4793	5.8525	8.2374	7.4353	7.6362	7.6471	8.0402	5.724	6.4073	7.4892	7.2866	7.1381
EA_G__HBEGF	5.9666	5.7872	5.8554	4.9068	9.3836	5.6136	5.5354	5.6776	5.656	4.9952	5.2972	5.4996	8.232	7.5528	5.0328	5.4704	6.2009	5.3934	5.9594	7.3717	5.279	5.3204	5.4978	6.9636	5.6472	9.1191	4.8683	5.0741	5.512	5.1797	6.7088	5.5459	7.5776	5.4672	6.9455	5.2866	5.6012	5.0115	5.3434	4.9792
EA_G__CYR61	8.1331	7.5718	8.3996	6.2582	10.1687	6.6562	8.8232	5.6125	7.8517	6.3522	6.707	7.4924	7.1965	9.2169	9.0015	7.3317	9.6694	10.232	7.091	10.623	6.3553	5.982	5.9694	8.6434	7.9536	11.0584	6.8937	6.6652	6.7454	8.1061	10.084	8.4031	9.4395	6.6971	7.8889	6.4717	6.9073	7.0874	6.1877	6.0361
EA_G__MSX2	6.8045	8.1552	8.1846	8.556	4.5258	6.4687	5.9997	4.0157	5.6296	7.036	6.6095	5.292	5.6895	6.9996	6.1556	7.6878	4.0973	4.9369	6.3673	5.7599	7.7093	7.9876	7.4694	5.264	7.6526	3.4874	9.12	6.9252	6.8015	7.9243	4.6827	4.2993	4.9965	6.2857	8.3848	8.6195	8.1859	7.9125	7.6505	6.284
EA_G__PPFIBP2	7.8433	6.5176	5.6898	8.685	5.3909	6.8131	5.2124	6.2853	5.3868	7.7925	5.6154	5.8536	4.9366	5.4374	5.497	7.7047	5.6356	5.98	5.7397	4.7978	6.5585	6.3397	6.9949	4.0523	8.1624	5.0389	7.4755	8.9514	7.7945	6.9673	5.7632	5.0592	4.8184	8.3164	7.5942	7.3962	6.0261	6.8366	6.9521	5.8403
EA_G__ERBB3	9.6684	9.5479	7.8567	9.4394	4.3498	9.8292	7.4364	7.8742	4.4095	10.05	9.2441	9.4138	7.239	7.3572	7.9625	9.7082	7.3935	4.2979	8.8706	4.0683	9.4649	9.439	9.5575	3.9776	9.4408	4.5784	9.6653	10.1482	9.5168	9.1277	4.1238	6.8843	4.2234	9.5831	8.8726	9.2288	9.7254	9.7608	9.5803	9.1455
EA_G__TSPAN12	8.1459	4.8065	5.8963	7.7101	4.3818	4.2948	4.7016	6.0141	4.4727	8.3821	5.7973	5.0621	5.3798	4.4833	5.7382	8.3077	6.0146	4.17	5.5669	4.8314	5.1698	5.8543	4.838	4.91	10.0466	6.9227	8.0057	8.1337	5.1424	5.347	5.4176	6.1065	4.1776	9.0237	6.801	6.3377	6.1741	6.5665	5.9616	6.0829
EA_G__STS-1	5.2033	5.2244	9.0503	4.6973	5.8729	4.6605	8.0688	5.1083	7.3136	4.7549	4.4609	7.6737	8.3529	8.4559	8.6415	5.1812	8.8066	7.7323	7.8819	8.4816	5.1073	5.0474	4.5253	5.032	5.6294	7.8078	5.5263	4.3696	5.545	5.6356	5.6818	6.8601	7.5785	7.1292	6.3024	5.5028	5.2742	4.7396	5.0443	5.2837
EA_G__COTL1	5.9198	7.0348	10.274	6.6603	8.8765	6.1352	8.5549	7.4247	8.4905	6.565	7.2202	7.2821	9.2408	9.7896	9.7695	6.8316	9.2709	9.1656	9.3668	8.8264	7.2009	7.0144	6.3387	7.8644	6.9472	8.3797	6.4174	5.9237	7.2764	7.4072	7.7958	7.976	9.0746	6.9195	7.4659	7.2679	7.4007	7.0112	6.5166	6.9788
EA_G__UPP1	5.4549	6.1015	7.1467	5.448	6.6737	5.1357	6.9823	5.3696	6.6838	4.889	5.2305	5.3407	7.4135	7.397	7.9997	5.3149	6.9028	6.8339	6.2895	6.4335	5.6169	5.127	5.3567	6.8378	5.5727	6.9034	4.8709	5.1442	5.3505	5.686	7.1274	6.5287	6.8426	5.5523	7.256	5.5613	5.6237	5.6119	5.0034	5.0762
EA_G__PAK1	9.811	5.7876	7.5725	6.1028	7.2208	5.7292	6.8378	6.3034	7.3413	4.2157	6.4608	7.7411	8.7149	6.9446	7.451	6.1986	7.7684	7.6308	7.6557	7.5158	4.6218	6.0492	11.1391	7.7746	7.3823	7.5296	6.4291	6.8502	6.2824	5.2566	5.7809	7.3487	7.6047	7.2088	7.9232	9.3218	7.9048	7.2703	6.7669	6.197
EA_G__CNN3	8.4208	5.6037	8.51	7.712	9.0177	9.2162	8.9063	8.3886	8.6155	9.2855	7.7128	8.5625	7.7239	9.4372	9.1471	7.7323	9.3889	9.7847	9.7946	9.0441	4.2049	3.5971	9.1817	9.392	8.0108	9.5909	8.2272	9.1239	9.3042	7.601	9.0462	8.283	8.3459	8.3036	8.8179	8.6341	8.8297	7.4936	8.3843	4.7103
EA_G__IMPA1	6.2638	5.64	6.5029	6.7796	8.5002	7.0914	8.1413	6.4712	8.0437	10.1349	7.6023	7.4605	7.4336	7.2358	7.1067	6.3577	7.343	9.2356	6.7086	8.7102	6.2201	6.475	7.7587	8.1433	6.6791	8.6678	6.847	6.3373	6.3375	5.9252	7.897	7.4781	8.082	6.392	7.3375	7.6818	7.4752	6.9355	7.3998	7.6444
EA_G__GPR81	4.9668	6.0516	3.5022	7.939	3.5141	6.9006	2.868	3.5631	3.7151	8.6916	6.629	4.3242	6.9887	7.1222	5.8908	7.3637	3.5687	5.2175	4.6384	2.9743	7.6206	7.1395	6.8412	3.373	8.2863	4.1802	8.6643	7.4676	6.8526	6.064	3.7546	3.8905	2.7273	7.8144	4.8618	5.8669	6.462	5.8118	6.8539	6.1376
EA_G__TMC5	8.6421	6.9145	6.7603	8.3275	4.1477	4.4891	4.8611	5.9953	4.1582	7.3579	4.1254	4.0837	5.6135	6.3803	7.7465	6.8626	4.5594	4.2029	6.964	4.1799	4.8592	5.0648	4.0745	4.0229	5.5938	4.2583	5.2922	8.1657	6.1833	6.1085	4.3188	5.4765	4.0282	7.1972	7.0375	6.6136	4.9861	5.6506	4.7505	4.2989
EA_G__FOXA1	9.78	9.0384	8.3542	10.3303	5.7805	10.2446	6.6946	6.2072	5.6298	10.1068	9.1466	5.6115	7.0308	7.1831	8.5271	9.8686	7.3927	5.4563	7.5836	5.5995	9.5923	9.8998	10.0039	5.6855	9.643	6.0524	10.1447	9.4248	10.0194	8.8238	6.1961	6.457	6.1073	9.5103	9.6063	9.8896	9.6996	9.7959	10.3109	10.1618
EA_G__OSMR	7.3804	4.082	9.4472	5.802	9.497	7.2103	7.7341	7.646	9.3854	7.0832	7.2204	9.4997	8.1243	8.2112	9.4281	3.9004	8.415	7.5476	9.8494	9.3473	5.7608	5.667	3.9652	9.6437	5.9028	8.3514	6.6129	4.4232	5.7495	3.6578	7.5476	8.4167	9.3045	6.6755	6.9844	7.2652	7.6885	7.1203	6.7778	4.7162
EA_G__VTCN1	8.5548	8.4065	4.2161	7.5452	3.5205	8.5954	6.5572	6.2389	3.9224	8.7124	8.4635	8.9774	3.9249	6.5605	7.6681	8.5877	7.1076	3.96	9.0505	3.5167	5.94	6.4774	5.1673	3.6512	7.8442	3.599	7.2457	8.9107	5.6222	9.5899	4.0347	5.0407	3.5754	7.0528	7.8339	4.6838	7.9421	4.3324	8.6651	8.5439
EA_G__CD82	9.229	9.8771	8.1254	8.8679	8.794	8.1078	7.3811	10.5764	7.6428	7.5429	9.3678	7.1548	8.3926	9.3078	8.7068	9.6325	8.8753	8.245	10.3563	7.8305	7.488	6.3946	5.5576	7.6367	10.0199	7.4616	9.111	9.3887	8.9446	9.813	8.1362	7.3628	6.4821	8.8958	9.7895	9.1063	9.9672	8.1926	9.374	8.5304
EA_G__STAC	4.6901	5.967	6.944	4.4744	8.7517	4.4143	8.7019	5.2245	6.8093	4.2275	4.1802	4.3895	5.9041	6.5323	7.7776	4.569	6.183	6.74	6.7671	7.8582	4.503	4.5206	4.5124	6.7276	4.6546	7.5021	4.3421	4.3729	4.7293	6.4295	4.531	5.9112	7.5436	4.6565	4.8691	4.9889	4.5177	4.371	4.5517	4.6534
EA_G__CRABP2	7.4296	6.1829	7.8329	8.2111	4.4698	7.9616	8.6534	10.6063	6.122	10.0004	9.994	6.1523	5.359	9.2933	9.5237	10.1017	7.2807	7.095	10.0598	5.7308	10.0904	10.2988	9.8344	5.4326	9.6052	6.2093	6.9694	9.4935	9.9741	8.4814	6.0872	6.2944	6.0848	9.0317	7.6666	8.6722	10.4906	11.0984	7.8585	8.5211
EA_G__ST6GAL1	7.1627	7.7394	5.4994	6.0727	4.9826	5.8866	5.2929	4.8651	4.3675	7.1704	4.4732	6.6134	4.3999	5.6027	6.9928	6.3251	5.7577	4.7896	6.3255	4.7526	5.2073	4.6559	4.3331	4.6197	6.3901	4.8325	5.7496	8.8885	5.4107	6.5704	5.1495	6.8937	4.9485	5.7285	7.4109	6.9642	6.9889	6.987	7.0116	5.2249
EA_G__IGFBP5	10.3675	7.9594	10.6451	11.0184	4.3101	11.7233	7.6186	6.4925	7.4736	4.8845	8.188	4.538	4.7586	7.9624	6.9878	9.2414	6.4845	4.3247	6.8854	5.2977	8.5975	8.7877	5.5867	4.2559	9.5631	4.3236	11.3033	11.5721	9.9012	9.5648	5.5703	5.0144	4.674	4.7641	9.5878	5.7393	10.3953	10.0362	8.0895	7.3692
EA_G__MTL5	7.3752	5.3594	5.6064	6.7743	5.905	7.1465	5.563	5.6404	5.9772	6.7319	5.5117	5.948	5.7101	6.1794	5.8778	6.0857	5.932	5.6225	5.721	5.0947	6.2014	6.745	7.634	6.0433	6.5778	5.4272	6.3906	7.8743	6.5718	5.7291	5.7605	6.2117	5.3424	6.3289	5.7619	5.9627	6.769	7.3716	6.3228	6.9059
EA_G__MAP4K4	6.8339	4.283	7.8822	6.9846	7.6195	6.5829	6.9551	7.9128	9.6361	4.6415	6.9167	7.5113	7.577	8.575	7.535	5.8437	7.5774	7.9209	6.8842	8.4149	6.9634	6.292	7.0002	8.0307	6.2858	7.2345	6.2708	6.4071	4.8013	4.4212	9.5851	6.9638	7.773	6.0739	7.3778	6.2682	6.226	6.4416	6.0425	6.3334
EA_G__EIF5A2	5.0671	6.2951	7.8413	5.3636	7.0288	3.9816	6.5229	4.6112	6.4989	4.0049	6.0151	6.4365	8.0195	8.5671	6.6962	4.1127	7.1292	7.9963	5.1445	8.1412	6.4023	6.2623	4.3311	7.3762	6.1378	6.8793	3.7667	4.1613	4.6846	5.9985	6.7265	6.2262	7.4626	5.477	4.3927	4.1756	6.6644	4.8266	4.4717	5.0973
EA_G__ADAMTS1	3.866	4.3112	3.8497	4.9445	9.1875	5.5672	7.4012	7.7787	6.7049	4.7688	8.5666	7.7289	8.5801	4.9283	4.8579	5.3417	6.6879	6.7456	5.8341	9.9661	4.0274	4.2892	4.9542	7.0998	5.7379	6.3232	8.3916	6.7812	8.0476	4.1083	5.9809	8.316	5.6625	6.4922	7.0801	4.6768	4.1177	4.0955	8.0823	6.4513
EA_G__EXT1	6.9002	7.2851	8.0007	7.2317	9.4078	6.2099	9.0509	8.0849	9.5899	7.5442	7.2337	7.5812	8.4481	9.2912	10.1238	9.2087	8.4022	7.6371	8.1848	10.0477	6.7194	6.7105	5.5645	9.9259	7.4582	9.0962	7.2525	7.5283	7.3022	6.8852	8.3403	7.8279	8.393	7.9956	8.4691	6.9261	7.0398	7.4408	6.3569	6.7935
EA_G__PTRF	6.1378	5.9441	8.4012	5.9461	9.47	6.0342	7.9379	6.2178	8.1509	5.8965	5.563	7.0871	8.0149	8.4522	8.1467	6.696	6.8672	9.1449	6.8679	9.7016	6.208	6.3008	5.6737	8.7173	5.9941	8.8381	5.6244	6.5879	6.7201	6.1917	8.0202	8.0864	8.6629	5.8363	6.4714	6.5439	6.4796	5.9012	5.9419	5.7248
EA_G__PLAT	4.8795	5.2508	5.3138	5.6481	5.4087	4.9178	7.7348	5.2681	5.081	4.9812	4.9954	5.1825	8.0439	5.7616	7.1291	5.2285	6.5808	7.0983	5.8378	9.719	5.3008	5.2594	5.2905	8.1452	5.0758	8.0401	5.079	4.8066	6.0343	5.4405	7.2002	8.3147	9.0046	5.3745	5.346	5.6399	5.2868	7.4639	5.262	5.2243
EA_G__C6orf145	5.4036	8.3998	8.4855	5.2388	9.3274	4.84	7.6627	6.9175	7.2514	7.2355	6.1149	7.5599	8.4464	7.8633	9.6262	8.7077	9.2521	7.4843	8.2029	8.7651	5.8759	5.2908	5.5396	9.2975	6.9192	7.5824	7.0897	5.7131	5.997	8.6844	8.3425	8.6219	8.6442	8.5776	9.1234	6.0272	7.1796	7.373	6.837	5.4988
EA_G__ALDH3B2	7.8751	9.1519	7.5805	11.3608	5.8866	9.7334	6.4255	8.223	6.1384	9.5823	7.6199	7.7955	6.3071	6.4469	7.0901	10.2674	6.2786	6.047	6.1466	5.7429	8.5602	9.6127	10.4301	5.6515	9.014	5.9874	10.8628	9.2617	9.5867	8.9624	6.0873	8.4091	5.947	8.3315	10.3339	9.1412	9.1133	9.2081	9.9559	8.9847
EA_G__DEGS2	10.094	7.8298	7.062	10.9171	6.9738	11.1875	6.9282	7.169	7.3682	7.8178	11.8243	7.0946	7.2195	7.4204	7.132	9.1281	8.1767	6.9468	7.466	6.9471	8.7706	10.052	10.3736	7.0186	11.2507	7.0805	9.9454	11.6743	10.5058	8.2788	7.3888	7.2168	7.1113	10.6843	10.3998	9.5285	10.7139	10.7919	11.6494	11.3238
EA_G__BTG2	6.8217	5.4638	5.6343	7.5594	5.7147	5.952	5.8205	6.4222	6.0641	7.0803	5.4982	5.9236	6.51	6.7846	5.9248	6.996	6.0973	5.5422	6.8968	5.2418	7.1009	7.7907	7.3345	5.8373	8.3017	5.6099	7.5319	9.1094	7.9356	5.6432	5.0336	5.3282	5.3295	7.3681	5.7703	8.1105	6.377	7.1891	8.2474	6.4968
EA_G__TMC4	8.64	6.5461	7.9944	6.2488	6.0186	7.9932	7.4768	6.8929	6.0736	8.9858	7.8696	7.7434	7.1081	7.1204	7.0207	8.0437	7.3004	6.301	9.6454	6.3986	8.2183	9.2347	8.4141	6.5111	9.0318	6.0146	8.9193	9.6407	8.511	6.7853	6.3755	8.8233	6.0398	8.8164	8.6888	8.9131	8.8138	7.8806	8.7088	8.9853
EA_G__ACOT4	7.9904	7.5193	7.0833	8.1776	5.4917	7.1285	6.0694	5.512	4.9214	7.8169	7.2952	5.7055	6.1858	6.3676	5.3287	6.8359	5.1841	5.8504	6.5305	5.4131	6.8139	7.1462	6.5896	6.7919	5.8255	4.9953	6.0179	7.6577	7.627	7.675	5.6212	6.388	5.26	5.4872	7.4645	6.8487	8.7934	8.7735	6.8973	6.3898
EA_G__KIAA1370	8.0117	7.6169	7.4985	7.3101	5.8151	7.928	5.5305	5.6156	5.1632	8.5057	8.3103	5.6178	4.1441	5.8594	6.7071	7.7436	5.6434	6.0605	7.0426	5.3786	8.0435	7.6508	7.4509	5.501	7.9116	5.8793	7.546	8.121	7.6939	6.9794	5.6558	5.3833	4.6569	8.0614	7.0923	9.0775	8.1025	7.7791	8.678	8.4904
EA_G__FGFR3	6.4098	6.4686	6.758	7.2628	6.3636	6.1745	6.0463	7.8694	6.2454	8.4332	6.4613	6.4522	6.9181	8.6444	6.4297	8.0712	6.4189	6.4648	6.2407	6.1123	7.8528	6.8679	6.5519	6.7138	6.8004	6.4535	7.8569	6.8435	7.043	6.5493	6.0993	6.6322	6.2285	11.9162	6.826	6.7292	7.4786	7.0184	6.8274	7.3067
EA_G__ERMP1	9.1233	9.4537	9.421	7.7073	7.401	9.5278	6.7848	9.633	7.2208	9.9716	8.4253	7.4714	6.4361	8.3757	10.7532	8.2505	8.196	8.1311	9.9705	6.7102	8.8285	8.7303	9.5828	4.9347	9.7925	6.0482	8.8685	10.2583	8.723	9.3062	5.3658	8.9447	7.3782	9.6522	8.6249	10.0875	9.0246	8.9602	9.9493	9.1495
EA_G__IRAK2	5.6409	5.5472	5.4293	5.423	6.9979	6.0038	7.1858	6.4227	7.3203	5.8589	5.3074	6.5416	6.2591	7.1486	7.2397	5.5953	6.7055	6.5468	6.0278	7.2245	5.9679	5.828	6.3121	8.0245	7.1975	6.6653	5.2283	5.4777	6.1391	5.6633	7.8771	6.2978	6.8329	6.1118	5.8486	5.9095	5.7902	5.6597	5.5393	5.5382
