Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1806	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
U133A__MAGEA12	3.4909	8.5934	9.1314	3.6742	4.3691	3.6666	3.181	3.5403	3.6563	9.3479	3.4526	7.9929	3.1286	4.8389	3.4203	4.1481	3.6093	3.9717	8.1449	3.2079	3.8575	3.4049	4.8922	3.17	3.8532	3.9622	3.4557	6.8693	5.2006	3.1928	8.1218	3.5872	8.4059	3.7137	3.7545	3.4816	6.3265	7.8246
U133A__PLAUR	7.2636	7.0817	7.6566	6.3774	6.0661	7.9196	6.3478	8.6018	7.3217	6.6571	6.7499	6.7768	7.13	8.4113	6.8516	8.1211	7.2534	7.3607	8.1234	6.4877	6.4579	6.6082	6.9693	6.7436	6.1449	6.6998	6.2084	6.715	7.4222	9.277	7.1697	6.0395	6.8223	6.7814	6.3108	6.3435	6.3425	6.7746
U133A__ANXA3	5.8235	5.5164	7.1341	6.4784	5.2551	3.7423	2.8886	7.7672	4.9284	3.7994	4.9793	5.4612	6.6394	7.7175	7.9447	8.5263	4.939	7.8239	4.1434	4.0707	5.0882	3.0827	3.6072	4.9618	5.4258	6.3865	3.2983	4.9883	3.8153	8.814	4.6984	6.6092	7.5001	2.9341	3.7641	5.3431	4.7554	4.7782
U133A__APOBEC3B	5.6539	4.2711	7.2004	6.5459	6.1597	7.1609	5.2836	8.8535	7.4971	5.6452	7.898	6.4634	8.5401	6.9878	6.3674	7.4904	3.9548	4.6104	8.1097	4.2584	5.2772	6.7787	7.0989	5.8155	6.4705	7.6752	7.7664	4.3131	6.0569	7.041	6.4845	5.3145	8.5005	3.7522	6.726	5.4782	6.346	6.0347
U133A__DSP	8.0337	8.7599	8.19	10.2272	10.7384	4.1204	8.9093	9.9995	10.3829	5.1408	8.2259	9.6499	10.3321	8.5612	10.8212	10.0141	8.0855	10.7105	4.4382	8.5645	8.7556	10.6943	6.7151	8.9162	8.9265	9.3477	6.8808	8.7908	4.2093	8.6303	4.4257	9.3172	9.9535	9.0121	9.2126	10.4274	10.2253	8.4497
U133A__MAGEA3	4.9781	10.714	11.8564	4.4756	10.3924	4.6743	4.7956	5.0446	6.2824	11.9516	5.1285	10.089	4.5173	10.2944	4.5672	10.0471	5.0802	7.159	10.2388	4.7842	4.7102	4.9441	9.749	4.6285	4.3126	5.6037	4.7541	10.5724	9.9371	4.7828	9.401	8.892	10.9687	5.0985	4.6716	4.5054	8.3872	9.4829
U133A__PLAU	5.5718	5.8756	5.2088	5.6696	5.1491	7.8668	5.3929	6.0278	5.2362	5.2184	5.332	7.874	6.7758	5.664	5.9968	5.3077	7.0242	5.1726	7.9917	5.4641	5.6808	5.4287	6.8126	5.511	5.3504	5.7285	5.3338	5.507	10.1668	9.6993	5.9627	5.292	5.721	5.2565	5.5545	5.8024	5.0415	5.2204
U133A__HMGCS1	4.7548	6.6928	6.068	8.4489	5.7519	6.6066	5.2763	6.7535	7.7171	7.8134	6.283	6.4676	6.3959	6.2914	7.887	6.3859	6.4413	6.6387	6.5232	5.2901	6.2517	7.4989	7.1959	6.4676	6.8716	6.897	7.225	5.5922	4.89	5.3679	5.1532	6.8847	8.9645	5.7117	6.1708	6.9066	5.231	6.3642
U133A__HLA-B	8.2861	6.5287	6.9258	8.4347	9.7896	8.1642	8.915	9.9839	12.112	8.8869	10.6615	9.8035	11.5088	10.0633	6.3218	9.5062	10.8249	12.3107	8.5989	6.9006	8.3908	9.4948	11.9091	8.045	9.2382	9.8055	7.5816	6.226	9.7036	8.7843	9.7905	9.8309	11.646	8.6981	10.2594	9.7333	7.8149	7.1263
U133A__TM7SF2	6.3544	7.7736	5.9613	8.9903	7.2452	5.9644	6.5563	7.4551	7.1445	7.2359	5.6688	6.2564	7.1204	5.884	7.2668	6.8554	6.8658	5.6005	5.6277	7.5725	8.4942	7.3491	5.3969	7.9643	8.007	7.0843	8.3892	6.8779	5.8961	6.7959	5.3671	7.9074	6.0172	6.2127	9.688	8.7472	7.5838	7.4074
U133A__LOXL2	4.6838	4.8373	7.2684	5.2765	4.931	11.2532	5.0339	5.1123	8.9399	4.9087	6.8644	4.7623	5.0723	7.4659	4.8991	7.0953	7.9161	6.9804	9.527	6.8229	5.5615	5.0457	9.013	4.8066	5.1224	5.0076	5.0073	5.2823	8.7674	8.8033	7.5966	5.225	6.1602	5.0957	4.983	7.7962	5.0515	4.9497
U133A__PRKRIR	9.1253	7.7476	7.8076	9.338	7.918	7.5965	6.9452	7.0352	8.6927	8.1006	7.8564	8.7561	7.6003	8.2642	8.4684	7.7516	7.5375	8.1211	7.1304	8.2839	7.9468	10.7632	6.8576	8.5159	7.458	7.2631	8.25	7.5467	6.8547	8.0119	7.9799	7.1922	7.8581	10.7226	7.8441	7.7156	6.7416	7.6098
U133A__S100A9	7.9647	11.9201	10.3006	5.7847	6.7985	5.4442	5.8403	6.0309	6.2418	6.3714	8.7074	8.3063	10.7464	12.1734	12.1265	10.5052	5.607	8.7234	5.5487	4.8491	5.2184	5.2175	5.4068	11.3006	5.7072	5.0373	5.4591	10.8214	5.383	7.9261	5.5795	6.5783	8.2792	7.8847	5.9403	11.6483	5.5256	6.655
U133A__ACAA1	6.1633	8.8997	6.6984	5.2632	6.5332	6.3551	7.0217	6.3772	6.4261	7.1641	7.3011	6.5595	6.1541	6.6504	7.0428	6.9482	6.9299	6.3982	6.6822	7.7278	6.912	5.4479	7.0365	7.5844	6.9764	7.9024	6.7552	9.1231	6.4906	6.7173	6.0876	7.3427	6.9957	6.6535	6.6359	6.846	6.6572	6.2702
U133A__CAPG	5.5436	6.09	6.0747	5.3709	7.3148	8.3836	5.7225	7.9746	5.6088	5.5312	7.3005	6.7155	9.1021	6.3692	7.1039	6.072	8.3187	9.6081	9.0181	6.5195	6.2756	5.7657	9.0276	6.0225	6.1538	8.8725	7.2494	7.4471	10.9442	8.9883	6.6338	5.9754	7.3477	5.5005	7.4246	7.8751	6.1978	5.8745
U133A__BAMBI	7.9423	7.7371	8.0959	8.9023	7.5743	6.9601	6.2266	9.6671	8.1715	6.709	9.1836	5.0368	8.6409	7.1635	9.9698	9.0514	8.4507	6.8335	6.9717	9.2056	9.9099	9.005	6.2606	10.1474	9.4644	8.5589	8.7966	7.9292	4.5666	6.7164	5.3211	8.6945	8.4329	7.2579	7.7471	9.0866	9.8166	7.6499
U133A__TPD52L1	7.5691	7.9725	8.419	7.606	7.9326	4.9533	6.9205	7.7398	7.015	9.1963	6.7747	6.7627	9.2769	7.7655	7.331	7.9275	6.0534	8.7119	4.9874	8.7672	9.101	8.1636	4.4448	7.2668	8.9955	10.0234	6.5342	8.4437	4.5276	7.166	5.6365	8.1106	8.9222	9.7928	8.0223	8.0755	7.4465	7.8597
U133A__KIAA0182	8.7175	8.7547	8.2326	9.4399	8.9626	5.5927	8.9031	7.0695	8.2032	9.5198	6.5335	7.1268	7.6521	7.6461	8.5395	7.194	7.6429	7.7941	6.6802	9.3437	9.2681	7.1592	5.5687	8.3507	9.4821	8.1927	8.8215	8.4014	6.3604	6.768	6.9346	9.4211	8.9541	8.2608	10.1651	8.3246	9.5845	8.7069
U133A__LAMB2	8.1243	6.9331	6.1194	5.3368	6.0646	6.7282	5.7382	6.9642	6.1662	5.2838	5.4219	4.8086	6.058	5.2916	6.3258	6.2431	6.0447	7.3694	6.4274	5.1666	6.2658	7.1113	5.9146	7.8648	6.676	5.6942	6.7376	6.1559	6.6505	6.0157	6.1049	8.712	6.379	6.7894	7.122	7.2784	6.3862	6.0386
U133A__IGFBP6	5.6731	5.3829	5.4442	5.5177	5.4819	5.8921	6.136	6.4634	6.072	5.3744	6.0119	8.7753	8.4806	5.5659	5.5465	5.6679	9.4268	6.2516	8.8554	6.6417	6.2663	5.9126	7.9486	6.1228	5.5454	5.6252	5.7893	6.0209	5.8285	8.1014	8.1687	5.7392	5.2594	5.5176	6.0702	5.4302	5.9415	5.281
U133A__PDGFC	5.5151	4.7072	6.4241	5.306	4.2114	8.5446	4.2682	7.5679	8.1244	3.5487	4.7294	7.0604	5.2036	7.8858	6.5847	5.6004	6.6393	7.1701	6.9926	4.1352	3.636	4.0802	7.2686	4.8705	6.5591	5.3401	5.7983	4.7499	8.8223	6.3115	7.8914	4.062	8.5844	5.1023	5.7918	4.4004	5.4727	5.9931
U133A__MED1	6.789	9.401	6.6315	9.8321	6.7544	6.543	6.5188	6.1616	6.714	5.4657	6.4849	6.584	6.2933	5.5168	6.165	6.7157	6.7015	6.6643	5.9833	5.9938	6.0596	6.5369	6.341	6.0538	7.1028	5.6961	6.8213	9.7185	6.1455	5.8447	6.5327	5.9984	6.2341	6.2636	7.0154	8.3873	6.1249	6.4994
